c n x y
Power2 Fuel 14378.9692737103 Y+IMin+BIO+FC
Power2 Maint 7457.142857142857 Y+IMin+BIO+FC
Power2 Certificates 0 Y+IMin+BIO+FC
Power2 Grid_Tariffs 0 Y+IMin+BIO+FC
Power2 Emission_costs 0 Y+IMin+BIO+FC
Power2 LCOE 0.1094734713857898 Y+IMin+BIO+FC
Heat1 Invest 15623.23172602759 Y+IMin+BIO+FC
Heat1 Fuel 297.0 Y+IMin+BIO+FC
Heat1 Maint 3938.461538461539 Y+IMin+BIO+FC
Heat1 Certificates 0 Y+IMin+BIO+FC
Heat1 Grid_Tariffs 0 Y+IMin+BIO+FC
Heat1 Emission_costs 0 Y+IMin+BIO+FC
Heat1 LCOE 66.864287085822 Y+IMin+BIO+FC
PV Invest 2166.549854148665 Y+IMin+BIO+FC
PV Fuel 0 Y+IMin+BIO+FC
PV Maint 1388.571428571428 Y+IMin+BIO+FC
PV Certificates 0 Y+IMin+BIO+FC
PV Grid_Tariffs 0 Y+IMin+BIO+FC
PV Emission_costs 0 Y+IMin+BIO+FC
PV LCOE 0.05662280737801201 Y+IMin+BIO+FC
ST Invest 3282.651294164643 Y+IMin+BIO+FC
ST Fuel 0 Y+IMin+BIO+FC
ST Maint 450.0 Y+IMin+BIO+FC
ST Certificates 0 Y+IMin+BIO+FC
ST Grid_Tariffs 0 Y+IMin+BIO+FC
ST Emission_costs 0 Y+IMin+BIO+FC
ST LCOE 0.08839922989013001 Y+IMin+BIO+FC
ElGrid Invest 0 Y+IMin+BIO+FC
ElGrid Fuel 0 Y+IMin+BIO+FC
ElGrid Maint 0 Y+IMin+BIO+FC
ElGrid Certificates 0 Y+IMin+BIO+FC
ElGrid Grid_Tariffs 0 Y+IMin+BIO+FC
ElGrid Emission_costs 0 Y+IMin+BIO+FC
ElGrid LCOE 0.1527939503099112 Y+IMin+BIO+FC
DH Invest 0 Y+IMin+BIO+FC
DH Fuel 0 Y+IMin+BIO+FC
DH Maint 0 Y+IMin+BIO+FC
DH Certificates 0 Y+IMin+BIO+FC
DH Grid_Tariffs 0 Y+IMin+BIO+FC
DH Emission_costs 0 Y+IMin+BIO+FC
DH LCOE 0.9569551958508473 Y+IMin+BIO+FC
Total Invest 47033.153 Y+IMin+FC
Total Fuel 66782.062 Y+IMin+FC
Total Maint 9715.495 Y+IMin+FC
Total Import 15749.971 Y+IMin+FC
Total Export 674.382 Y+IMin+FC
Total Certificates 125.571 Y+IMin+FC
Total DH 61124.955 Y+IMin+FC
Total Grid_Tariffs 12623.5 Y+IMin+FC
Total Emission_costs 3161.993 Y+IMin+FC
Total Total_cost 199019.681 Y+IMin+FC
Total Emissions 6775243.019 Y+IMin+FC
Total LCOE 0.0 Y+IMin+FC
Power1 Invest 12751.2196889065 Y+IMin+FC
Power1 Fuel 65495.06177442793 Y+IMin+FC
Power1 Maint 3938.461538461539 Y+IMin+FC
Power1 Certificates 0 Y+IMin+FC
Power1 Grid_Tariffs 0 Y+IMin+FC
Power1 Emission_costs 0 Y+IMin+FC
Power1 LCOE 0.06671045183827672 Y+IMin+FC
Power2 Invest 0.0 Y+IMin+FC
Power2 Fuel 0.0 Y+IMin+FC
Power2 Maint 0.0 Y+IMin+FC
Power2 Certificates 0 Y+IMin+FC
Power2 Grid_Tariffs 0 Y+IMin+FC
Power2 Emission_costs 0 Y+IMin+FC
Power2 LCOE 0.0 Y+IMin+FC
Heat1 Invest 15623.23172602759 Y+IMin+FC
Heat1 Fuel 1287.0 Y+IMin+FC
Heat1 Maint 3938.461538461539 Y+IMin+FC
Heat1 Certificates 0 Y+IMin+FC
Heat1 Grid_Tariffs 0 Y+IMin+FC
Heat1 Emission_costs 0 Y+IMin+FC
Heat1 LCOE 16.19945086595892 Y+IMin+FC
PV Invest 2166.549854148665 Y+IMin+FC
PV Fuel 0 Y+IMin+FC
PV Maint 1388.571428571428 Y+IMin+FC
PV Certificates 0 Y+IMin+FC
PV Grid_Tariffs 0 Y+IMin+FC
PV Emission_costs 0 Y+IMin+FC
PV LCOE 0.05662280737801201 Y+IMin+FC
ST Invest 3282.651294164643 Y+IMin+FC
ST Fuel 0 Y+IMin+FC
ST Maint 450.0 Y+IMin+FC
ST Certificates 0 Y+IMin+FC
ST Grid_Tariffs 0 Y+IMin+FC
ST Emission_costs 0 Y+IMin+FC
ST LCOE 0.08839922989013001 Y+IMin+FC
ElGrid Invest 0 Y+IMin+FC
ElGrid Fuel 0 Y+IMin+FC
ElGrid Maint 0 Y+IMin+FC
ElGrid Certificates 0 Y+IMin+FC
ElGrid Grid_Tariffs 0 Y+IMin+FC
ElGrid Emission_costs 0 Y+IMin+FC
ElGrid LCOE 0.1357824611476307 Y+IMin+FC
DH Invest 0 Y+IMin+FC
DH Fuel 0 Y+IMin+FC
DH Maint 0 Y+IMin+FC
DH Certificates 0 Y+IMin+FC
DH Grid_Tariffs 0 Y+IMin+FC
DH Emission_costs 0 Y+IMin+FC
DH LCOE 1.447603462996328 Y+IMin+FC
