c n x y
Power2 Invest 225.4927410057708 S+IMin+BIO
Power2 Fuel 486.1793945899258 S+IMin+BIO
Power2 Maint 143.013698630137 S+IMin+BIO
Power2 Certificates 0 S+IMin+BIO
Power2 Grid_Tariffs 0 S+IMin+BIO
Power2 Emission_costs 0 S+IMin+BIO
Power2 LCOE 0.08237316464167836 S+IMin+BIO
Heat1 Invest 299.623622142995 S+IMin+BIO
Heat1 Fuel 0.0 S+IMin+BIO
Heat1 Maint 75.53213909378294 S+IMin+BIO
Heat1 Certificates 0 S+IMin+BIO
Heat1 Grid_Tariffs 0 S+IMin+BIO
Heat1 Emission_costs 0 S+IMin+BIO
Heat1 LCOE 0.0 S+IMin+BIO
PV Invest 41.55027117545384 S+IMin+BIO
PV Fuel 0 S+IMin+BIO
PV Maint 26.63013698630137 S+IMin+BIO
PV Certificates 0 S+IMin+BIO
PV Grid_Tariffs 0 S+IMin+BIO
PV Emission_costs 0 S+IMin+BIO
PV LCOE 0.03233582395234321 S+IMin+BIO
ST Invest 62.95495632644522 S+IMin+BIO
ST Fuel 0 S+IMin+BIO
ST Maint 8.63013698630137 S+IMin+BIO
ST Certificates 0 S+IMin+BIO
ST Grid_Tariffs 0 S+IMin+BIO
ST Emission_costs 0 S+IMin+BIO
ST LCOE 0.04853818995724672 S+IMin+BIO
ElGrid Invest 0 S+IMin+BIO
ElGrid Fuel 0 S+IMin+BIO
ElGrid Maint 0 S+IMin+BIO
ElGrid Certificates 0 S+IMin+BIO
ElGrid Grid_Tariffs 0 S+IMin+BIO
ElGrid Emission_costs 0 S+IMin+BIO
ElGrid LCOE 0.08299128695105024 S+IMin+BIO
DH Invest 0 S+IMin+BIO
DH Fuel 0 S+IMin+BIO
DH Maint 0 S+IMin+BIO
DH Certificates 0 S+IMin+BIO
DH Grid_Tariffs 0 S+IMin+BIO
DH Emission_costs 0 S+IMin+BIO
DH LCOE 0.01757421134903834 S+IMin+BIO
Total Invest 1128.196 S+IMin+BIO+FC
