c n x y
ST LCOE 0.04853818995724672 S+IMin+BIO+FC
ElGrid Invest 0 S+IMin+BIO+FC
ElGrid Fuel 0 S+IMin+BIO+FC
ElGrid Maint 0 S+IMin+BIO+FC
ElGrid Certificates 0 S+IMin+BIO+FC
ElGrid Grid_Tariffs 0 S+IMin+BIO+FC
ElGrid Emission_costs 0 S+IMin+BIO+FC
ElGrid LCOE 0.09435013148456006 S+IMin+BIO+FC
DH Invest 0 S+IMin+BIO+FC
DH Fuel 0 S+IMin+BIO+FC
DH Maint 0 S+IMin+BIO+FC
DH Certificates 0 S+IMin+BIO+FC
DH Grid_Tariffs 0 S+IMin+BIO+FC
DH Emission_costs 0 S+IMin+BIO+FC
DH LCOE 0.03187327835382541 S+IMin+BIO+FC
Total Invest 902.703 S+IMin+FC
Total Fuel 824.471 S+IMin+FC
Total Maint 186.325 S+IMin+FC
Total Import 481.414 S+IMin+FC
Total Export 0.517 S+IMin+FC
Total Certificates 4.217 S+IMin+FC
Total DH 47.007 S+IMin+FC
Total Grid_Tariffs 207.794 S+IMin+FC
Total Emission_costs 0.0 S+IMin+FC
Total Total_cost 2390.949 S+IMin+FC
Total Emissions 116622.828 S+IMin+FC
Total LCOE 0.0 S+IMin+FC
Power1 Invest 244.5439392393027 S+IMin+FC
Power1 Fuel 824.4708713648592 S+IMin+FC
Power1 Maint 75.53213909378294 S+IMin+FC
Power1 Certificates 0 S+IMin+FC
Power1 Grid_Tariffs 0 S+IMin+FC
Power1 Emission_costs 0 S+IMin+FC
Power1 LCOE 0.07380217120356408 S+IMin+FC
Power2 Invest 0.0 S+IMin+FC
Power2 Fuel 0.0 S+IMin+FC
Power2 Maint 0.0 S+IMin+FC
Power2 Certificates 0 S+IMin+FC
Power2 Grid_Tariffs 0 S+IMin+FC
Power2 Emission_costs 0 S+IMin+FC
Power2 LCOE 0.0 S+IMin+FC
Heat1 Invest 299.623622142995 S+IMin+FC
Heat1 Fuel 0.0 S+IMin+FC
Heat1 Maint 75.53213909378294 S+IMin+FC
Heat1 Certificates 0 S+IMin+FC
Heat1 Grid_Tariffs 0 S+IMin+FC
Heat1 Emission_costs 0 S+IMin+FC
Heat1 LCOE 0.0 S+IMin+FC
PV Invest 41.55027117545384 S+IMin+FC
PV Fuel 0 S+IMin+FC
PV Maint 26.63013698630137 S+IMin+FC
PV Certificates 0 S+IMin+FC
PV Grid_Tariffs 0 S+IMin+FC
PV Emission_costs 0 S+IMin+FC
PV LCOE 0.03233582395234321 S+IMin+FC
ST Invest 62.95495632644522 S+IMin+FC
ST Fuel 0 S+IMin+FC
ST Maint 8.63013698630137 S+IMin+FC
ST Certificates 0 S+IMin+FC
ST Grid_Tariffs 0 S+IMin+FC
ST Emission_costs 0 S+IMin+FC
ST LCOE 0.04853818995724672 S+IMin+FC
ElGrid Invest 0 S+IMin+FC
ElGrid Fuel 0 S+IMin+FC
ElGrid Maint 0 S+IMin+FC
ElGrid Certificates 0 S+IMin+FC
ElGrid Grid_Tariffs 0 S+IMin+FC
ElGrid Emission_costs 0 S+IMin+FC
ElGrid LCOE 0.09434279795812583 S+IMin+FC
DH Invest 0 S+IMin+FC
DH Fuel 0 S+IMin+FC
DH Maint 0 S+IMin+FC
DH Certificates 0 S+IMin+FC
DH Grid_Tariffs 0 S+IMin+FC
DH Emission_costs 0 S+IMin+FC
DH LCOE 0.03187327835382541 S+IMin+FC
