k x y
V_bat_dis 845.175 S+IMin+PON+BIO
V_bat_dis 845.175 S+IMin+PON+FC
V_bat_dis 187.216 S+IMin+PON+IMin+BIO+FC
V_bat_dis 112.375 S+IMin+PON+IMin+BIO
V_bat_dis 187.216 S+IMin+PON+IMin+FC
V_bat_dis 2093.869 W+PON+BIO+FC
V_bat_dis 2093.869 W+PON+BIO
V_bat_dis 1702.222 W+PON+FC
V_bat_dis 895.752 W+PON+IMin+BIO+FC
V_bat_dis 76.339 W+PON+IMin+BIO
V_bat_dis 678.071 W+PON+IMin+FC
V_bat_dis 2134.669 W+IMin+PON+BIO+FC
V_bat_dis 2134.669 W+IMin+PON+BIO
V_bat_dis 1743.022 W+IMin+PON+FC
V_bat_dis 765.113 W+IMin+PON+IMin+BIO+FC
V_bat_dis 117.139 W+IMin+PON+IMin+BIO
V_bat_dis 859.92 W+IMin+PON+IMin+FC
Q_demand 8114.326 S+PON+BIO+FC
Q_demand 8114.326 S+PON+BIO
Q_demand 8114.326 S+PON+FC
Q_demand 8114.326 S+PON+IMin+BIO+FC
Q_demand 8114.326 S+PON+IMin+BIO
Q_demand 8114.326 S+PON+IMin+FC
Q_demand 8114.326 S+IMin+PON+BIO+FC
Q_demand 8114.326 S+IMin+PON+BIO
Q_demand 8114.326 S+IMin+PON+FC
Q_demand 8114.326 S+IMin+PON+IMin+BIO+FC
Q_demand 8114.326 S+IMin+PON+IMin+BIO
Q_demand 8114.326 S+IMin+PON+IMin+FC
Q_demand 32767.936 W+PON+BIO+FC
Q_demand 32767.936 W+PON+BIO
Q_demand 32767.936 W+PON+FC
Q_demand 32767.936 W+PON+IMin+BIO+FC
Q_demand 32767.936 W+PON+IMin+BIO
Q_demand 32767.936 W+PON+IMin+FC
Q_demand 32767.936 W+IMin+PON+BIO+FC
Q_demand 32767.936 W+IMin+PON+BIO
Q_demand 32767.936 W+IMin+PON+FC
Q_demand 32767.936 W+IMin+PON+IMin+BIO+FC
Q_demand 32767.936 W+IMin+PON+IMin+BIO
Q_demand 32767.936 W+IMin+PON+IMin+FC
Q_st 1932.319 S+PON+BIO+FC
Q_st 1932.319 S+PON+BIO
Q_st 1932.319 S+PON+FC
Q_st 1932.319 S+PON+IMin+BIO+FC
Q_st 1932.319 S+PON+IMin+BIO
Q_st 1932.319 S+PON+IMin+FC
Q_st 1932.319 S+IMin+PON+BIO+FC
Q_st 1932.319 S+IMin+PON+BIO
Q_st 1932.319 S+IMin+PON+FC
Q_st 1932.319 S+IMin+PON+IMin+BIO+FC
Q_st 1932.319 S+IMin+PON+IMin+BIO
Q_st 1932.319 S+IMin+PON+IMin+FC
Q_st 245.806 W+PON+BIO+FC
Q_st 245.806 W+PON+BIO
Q_st 245.806 W+PON+FC
Q_st 245.806 W+PON+IMin+BIO+FC
Q_st 245.806 W+PON+IMin+BIO
Q_st 245.806 W+PON+IMin+FC
Q_st 245.806 W+IMin+PON+BIO+FC
Q_st 245.806 W+IMin+PON+BIO
Q_st 245.806 W+IMin+PON+FC
Q_st 245.806 W+IMin+PON+IMin+BIO+FC
Q_st 245.806 W+IMin+PON+IMin+BIO
Q_st 245.806 W+IMin+PON+IMin+FC
Q_fc 0.0 S+PON+BIO+FC
Q_fc 0.0 S+PON+BIO
Q_fc 0.0 S+PON+FC
Q_fc 7246.624 S+PON+IMin+BIO+FC
Q_fc 0.0 S+PON+IMin+BIO
Q_fc 7265.439 S+PON+IMin+FC
Q_fc 0.0 S+IMin+PON+BIO+FC
Q_fc 0.0 S+IMin+PON+BIO
Q_fc 0.0 S+IMin+PON+FC
Q_fc 7245.144 S+IMin+PON+IMin+BIO+FC
Q_fc 0.0 S+IMin+PON+IMin+BIO
Q_fc 7263.144 S+IMin+PON+IMin+FC
Q_fc 0.0 W+PON+BIO+FC
Q_fc 0.0 W+PON+BIO
Q_fc 15120.0 W+PON+FC
Q_fc 13702.898 W+PON+IMin+BIO+FC
Q_fc 0.0 W+PON+IMin+BIO
Q_fc 14537.517 W+PON+IMin+FC
Q_fc 0.0 W+IMin+PON+BIO+FC
Q_fc 0.0 W+IMin+PON+BIO
Q_fc 15120.0 W+IMin+PON+FC
Q_fc 13923.041 W+IMin+PON+IMin+BIO+FC
Q_fc 0.0 W+IMin+PON+IMin+BIO
Q_fc 14459.442 W+IMin+PON+IMin+FC
Q_bio 0.0 S+PON+BIO+FC
Q_bio 0.0 S+PON+BIO
Q_bio 0.0 S+PON+FC
Q_bio 0.0 S+PON+IMin+BIO+FC
Q_bio 7309.139 S+PON+IMin+BIO
Q_bio 0.0 S+PON+IMin+FC
Q_bio 0.0 S+IMin+PON+BIO+FC
Q_bio 0.0 S+IMin+PON+BIO
Q_bio 0.0 S+IMin+PON+FC
Q_bio 0.0 S+IMin+PON+IMin+BIO+FC
Q_bio 7308.711 S+IMin+PON+IMin+BIO
Q_bio 0.0 S+IMin+PON+IMin+FC
Q_bio 16800.0 W+PON+BIO+FC
Q_bio 16800.0 W+PON+BIO
Q_bio 0.0 W+PON+FC
Q_bio 8557.042 W+PON+IMin+BIO+FC
Q_bio 16800.0 W+PON+IMin+BIO
Q_bio 0.0 W+PON+IMin+FC
Q_bio 16800.0 W+IMin+PON+BIO+FC
Q_bio 16800.0 W+IMin+PON+BIO
Q_bio 0.0 W+IMin+PON+FC
Q_bio 7993.691 W+IMin+PON+IMin+BIO+FC
Q_bio 16800.0 W+IMin+PON+IMin+BIO
Q_bio 0.0 W+IMin+PON+IMin+FC
Q_dh 0.0 S+PON+BIO+FC
Q_dh 0.0 S+PON+BIO
Q_dh 0.0 S+PON+FC
Q_dh 0.0 S+PON+IMin+BIO+FC
Q_dh 0.091 S+PON+IMin+BIO
Q_dh 0.0 S+PON+IMin+FC
Q_dh 0.0 S+IMin+PON+BIO+FC
Q_dh 0.0 S+IMin+PON+BIO
Q_dh 0.0 S+IMin+PON+FC
Q_dh 0.803 S+IMin+PON+IMin+BIO+FC
Q_dh 0.0 S+IMin+PON+IMin+BIO
Q_dh 0.0 S+IMin+PON+IMin+FC
Q_dh 419.85 W+PON+BIO+FC
Q_dh 419.85 W+PON+BIO
Q_dh 437.035 W+PON+FC
Q_dh 9906.207 W+PON+IMin+BIO+FC
Q_dh 13699.063 W+PON+IMin+BIO
Q_dh 14959.241 W+PON+IMin+FC
Q_dh 419.85 W+IMin+PON+BIO+FC
Q_dh 419.85 W+IMin+PON+BIO
Q_dh 437.035 W+IMin+PON+FC
Q_dh 10602.561 W+IMin+PON+IMin+BIO+FC
Q_dh 13694.711 W+IMin+PON+IMin+BIO
Q_dh 15241.172 W+IMin+PON+IMin+FC
V_tes_ch 1727.345 S+PON+BIO+FC
V_tes_ch 1727.345 S+PON+BIO
V_tes_ch 1727.345 S+PON+FC
V_tes_ch 4587.968 S+PON+IMin+BIO+FC
V_tes_ch 5292.021 S+PON+IMin+BIO
V_tes_ch 4606.199 S+PON+IMin+FC
V_tes_ch 1739.582 S+IMin+PON+BIO+FC
V_tes_ch 1739.582 S+IMin+PON+BIO
V_tes_ch 1739.582 S+IMin+PON+FC
V_tes_ch 4558.372 S+IMin+PON+IMin+BIO+FC
V_tes_ch 5281.648 S+IMin+PON+IMin+BIO
V_tes_ch 4576.372 S+IMin+PON+IMin+FC
V_tes_ch 5361.064 W+PON+BIO+FC
V_tes_ch 5361.064 W+PON+BIO
V_tes_ch 5275.321 W+PON+FC
V_tes_ch 168.41 W+PON+IMin+BIO+FC
V_tes_ch 1118.66 W+PON+IMin+BIO
V_tes_ch 1227.69 W+PON+IMin+FC
V_tes_ch 5348.966 W+IMin+PON+BIO+FC
V_tes_ch 5348.966 W+IMin+PON+BIO
V_tes_ch 5275.321 W+IMin+PON+FC
V_tes_ch 99.497 W+IMin+PON+IMin+BIO+FC
V_tes_ch 1031.63 W+IMin+PON+IMin+BIO
V_tes_ch 1362.35 W+IMin+PON+IMin+FC
V_tes_dis 1640.978 S+PON+BIO+FC
V_tes_dis 1640.978 S+PON+BIO
V_tes_dis 1640.978 S+PON+FC
V_tes_dis 3523.351 S+PON+IMin+BIO+FC
V_tes_dis 4164.799 S+PON+IMin+BIO
V_tes_dis 3522.768 S+PON+IMin+FC
V_tes_dis 1652.603 S+IMin+PON+BIO+FC
V_tes_dis 1652.603 S+IMin+PON+BIO
V_tes_dis 1652.603 S+IMin+PON+FC
V_tes_dis 3494.433 S+IMin+PON+IMin+BIO+FC
V_tes_dis 4154.944 S+IMin+PON+IMin+BIO
V_tes_dis 3495.235 S+IMin+PON+IMin+FC
V_tes_dis 5093.011 W+PON+BIO+FC
V_tes_dis 5093.011 W+PON+BIO
V_tes_dis 5011.555 W+PON+FC
V_tes_dis 130.982 W+PON+IMin+BIO+FC
V_tes_dis 1062.727 W+PON+IMin+BIO
V_tes_dis 1163.6 W+PON+IMin+FC
V_tes_dis 5081.518 W+IMin+PON+BIO+FC
V_tes_dis 5081.518 W+IMin+PON+BIO
V_tes_dis 5011.555 W+IMin+PON+FC
V_tes_dis 82.253 W+IMin+PON+IMin+BIO+FC
V_tes_dis 980.048 W+IMin+PON+IMin+BIO
V_tes_dis 1287.281 W+IMin+PON+IMin+FC
