c n x y
PV Certificates 0 S+IMin+POD+BIO
PV Grid_Tariffs 0 S+IMin+POD+BIO
PV Emission_costs 0 S+IMin+POD+BIO
PV LCOE 0.03233582395234321 S+IMin+POD+BIO
ST Invest 62.95495632644522 S+IMin+POD+BIO
ST Fuel 0 S+IMin+POD+BIO
ST Maint 8.63013698630137 S+IMin+POD+BIO
ST Certificates 0 S+IMin+POD+BIO
ST Grid_Tariffs 0 S+IMin+POD+BIO
ST Emission_costs 0 S+IMin+POD+BIO
ST LCOE 0.04853818995724672 S+IMin+POD+BIO
ElGrid Invest 0 S+IMin+POD+BIO
ElGrid Fuel 0 S+IMin+POD+BIO
ElGrid Maint 0 S+IMin+POD+BIO
ElGrid Certificates 0 S+IMin+POD+BIO
ElGrid Grid_Tariffs 0 S+IMin+POD+BIO
ElGrid Emission_costs 0 S+IMin+POD+BIO
ElGrid LCOE 0.08602696336074467 S+IMin+POD+BIO
DH Invest 0 S+IMin+POD+BIO
DH Fuel 0 S+IMin+POD+BIO
DH Maint 0 S+IMin+POD+BIO
DH Certificates 0 S+IMin+POD+BIO
DH Grid_Tariffs 0 S+IMin+POD+BIO
DH Emission_costs 0 S+IMin+POD+BIO
DH LCOE 0.004876378691581507 S+IMin+POD+BIO
Total Invest 603.079 S+IMin+POD+BIO+FC
Total Fuel 713.032 S+IMin+POD+BIO+FC
Total Maint 110.792 S+IMin+POD+BIO+FC
Total Import 526.836 S+IMin+POD+BIO+FC
Total Export 0.0 S+IMin+POD+BIO+FC
Total Certificates 4.217 S+IMin+POD+BIO+FC
Total DH 7.192 S+IMin+POD+BIO+FC
Total Grid_Tariffs 207.794 S+IMin+POD+BIO+FC
Total Emission_costs 0.0 S+IMin+POD+BIO+FC
Total Total_cost 1910.478 S+IMin+POD+BIO+FC
Total Emissions 133440.835 S+IMin+POD+BIO+FC
Total LCOE 0.0 S+IMin+POD+BIO+FC
Power1 Invest 244.5439392393027 S+IMin+POD+BIO+FC
Power1 Fuel 713.0317490302162 S+IMin+POD+BIO+FC
Power1 Maint 75.53213909378294 S+IMin+POD+BIO+FC
Power1 Certificates 0 S+IMin+POD+BIO+FC
Power1 Grid_Tariffs 0 S+IMin+POD+BIO+FC
Power1 Emission_costs 0 S+IMin+POD+BIO+FC
Power1 LCOE 0.07702792901967043 S+IMin+POD+BIO+FC
Power2 Invest 0.0 S+IMin+POD+BIO+FC
Power2 Fuel 0.0 S+IMin+POD+BIO+FC
Power2 Maint 0.0 S+IMin+POD+BIO+FC
Power2 Certificates 0 S+IMin+POD+BIO+FC
Power2 Grid_Tariffs 0 S+IMin+POD+BIO+FC
Power2 Emission_costs 0 S+IMin+POD+BIO+FC
Power2 LCOE 0.0 S+IMin+POD+BIO+FC
Heat1 Invest 0.0 S+IMin+POD+BIO+FC
Heat1 Fuel 0.0 S+IMin+POD+BIO+FC
Heat1 Maint 0.0 S+IMin+POD+BIO+FC
Heat1 Certificates 0 S+IMin+POD+BIO+FC
Heat1 Grid_Tariffs 0 S+IMin+POD+BIO+FC
Heat1 Emission_costs 0 S+IMin+POD+BIO+FC
Heat1 LCOE 0.0 S+IMin+POD+BIO+FC
PV Invest 41.55027117545384 S+IMin+POD+BIO+FC
PV Fuel 0 S+IMin+POD+BIO+FC
PV Maint 26.63013698630137 S+IMin+POD+BIO+FC
PV Certificates 0 S+IMin+POD+BIO+FC
PV Grid_Tariffs 0 S+IMin+POD+BIO+FC
PV Emission_costs 0 S+IMin+POD+BIO+FC
PV LCOE 0.03233582395234321 S+IMin+POD+BIO+FC
ST Invest 62.95495632644522 S+IMin+POD+BIO+FC
ST Fuel 0 S+IMin+POD+BIO+FC
ST Maint 8.63013698630137 S+IMin+POD+BIO+FC
ST Certificates 0 S+IMin+POD+BIO+FC
ST Grid_Tariffs 0 S+IMin+POD+BIO+FC
ST Emission_costs 0 S+IMin+POD+BIO+FC
ST LCOE 0.04853818995724672 S+IMin+POD+BIO+FC
ElGrid Invest 0 S+IMin+POD+BIO+FC
ElGrid Fuel 0 S+IMin+POD+BIO+FC
ElGrid Maint 0 S+IMin+POD+BIO+FC
ElGrid Certificates 0 S+IMin+POD+BIO+FC
ElGrid Grid_Tariffs 0 S+IMin+POD+BIO+FC
ElGrid Emission_costs 0 S+IMin+POD+BIO+FC
ElGrid LCOE 0.08602696336074467 S+IMin+POD+BIO+FC
DH Invest 0 S+IMin+POD+BIO+FC
DH Fuel 0 S+IMin+POD+BIO+FC
DH Maint 0 S+IMin+POD+BIO+FC
DH Certificates 0 S+IMin+POD+BIO+FC
DH Grid_Tariffs 0 S+IMin+POD+BIO+FC
DH Emission_costs 0 S+IMin+POD+BIO+FC
DH LCOE 0.004876378691581507 S+IMin+POD+BIO+FC
Total Invest 603.079 S+IMin+POD+FC
Total Fuel 713.032 S+IMin+POD+FC
Total Maint 110.792 S+IMin+POD+FC
Total Import 526.836 S+IMin+POD+FC
Total Export 0.0 S+IMin+POD+FC
Total Certificates 4.217 S+IMin+POD+FC
Total DH 7.192 S+IMin+POD+FC
Total Grid_Tariffs 207.794 S+IMin+POD+FC
Total Emission_costs 0.0 S+IMin+POD+FC
Total Total_cost 1910.478 S+IMin+POD+FC
Total Emissions 133427.788 S+IMin+POD+FC
Total LCOE 0.0 S+IMin+POD+FC
Power1 Invest 244.5439392393027 S+IMin+POD+FC
Power1 Fuel 713.0317490302162 S+IMin+POD+FC
Power1 Maint 75.53213909378294 S+IMin+POD+FC
Power1 Certificates 0 S+IMin+POD+FC
Power1 Grid_Tariffs 0 S+IMin+POD+FC
Power1 Emission_costs 0 S+IMin+POD+FC
Power1 LCOE 0.07702792901967043 S+IMin+POD+FC
Power2 Invest 0.0 S+IMin+POD+FC
Power2 Fuel 0.0 S+IMin+POD+FC
Power2 Maint 0.0 S+IMin+POD+FC
Power2 Certificates 0 S+IMin+POD+FC
Power2 Grid_Tariffs 0 S+IMin+POD+FC
Power2 Emission_costs 0 S+IMin+POD+FC
Power2 LCOE 0.0 S+IMin+POD+FC
Heat1 Invest 0.0 S+IMin+POD+FC
Heat1 Fuel 0.0 S+IMin+POD+FC
Heat1 Maint 0.0 S+IMin+POD+FC
Heat1 Certificates 0 S+IMin+POD+FC
Heat1 Grid_Tariffs 0 S+IMin+POD+FC
Heat1 Emission_costs 0 S+IMin+POD+FC
Heat1 LCOE 0.0 S+IMin+POD+FC
PV Invest 41.55027117545384 S+IMin+POD+FC
PV Fuel 0 S+IMin+POD+FC
PV Maint 26.63013698630137 S+IMin+POD+FC
PV Certificates 0 S+IMin+POD+FC
PV Grid_Tariffs 0 S+IMin+POD+FC
PV Emission_costs 0 S+IMin+POD+FC
PV LCOE 0.03233582395234321 S+IMin+POD+FC
ST Invest 62.95495632644522 S+IMin+POD+FC
ST Fuel 0 S+IMin+POD+FC
ST Maint 8.63013698630137 S+IMin+POD+FC
ST Certificates 0 S+IMin+POD+FC
ST Grid_Tariffs 0 S+IMin+POD+FC
ST Emission_costs 0 S+IMin+POD+FC
ST LCOE 0.04853818995724672 S+IMin+POD+FC
ElGrid Invest 0 S+IMin+POD+FC
ElGrid Fuel 0 S+IMin+POD+FC
ElGrid Maint 0 S+IMin+POD+FC
ElGrid Certificates 0 S+IMin+POD+FC
ElGrid Grid_Tariffs 0 S+IMin+POD+FC
ElGrid Emission_costs 0 S+IMin+POD+FC
ElGrid LCOE 0.08602696336074467 S+IMin+POD+FC
DH Invest 0 S+IMin+POD+FC
DH Fuel 0 S+IMin+POD+FC
DH Maint 0 S+IMin+POD+FC
DH Certificates 0 S+IMin+POD+FC
DH Grid_Tariffs 0 S+IMin+POD+FC
DH Emission_costs 0 S+IMin+POD+FC
DH LCOE 0.004876378691581505 S+IMin+POD+FC
